"","Response_01","Response_02","Response_03","Response_04","Response_05","Response_06","Response_07","Response_08","Response_09","Response_10","Response_11","Response_12","Response_13","Response_14","Response_15","Response_16","Response_17","Response_18","Response_19","Response_20","Response_21","Response_22","Response_23","Response_24","Response_25","Response_26","Response_27","Response_28","Response_29","Response_30","Response_31","Response_32","Response_33","Response_34","Response_35","Response_36","Response_37","Response_38","Response_39","Response_40","Response_41","Response_42","Response_43","Response_44","Response_45","Response_46","Response_47","Response_48","Response_49","Response_50","Response_51","Response_52","Response_53","Response_54","Response_55","Response_56","Response_57","Response_58","Response_59","Response_60","Response_61","Response_62","Response_63","Response_64","Response_65","Response_66","Response_67","Response_68","Response_69","Response_70","Response_71"
"161","dog","cat","bird","fish","snake","polar bear","black bear","bear","rat","butterfly","cheetah","lion","hippopotamus","octopus","pig","bull","deer","turtle","hedgehog","cricket","ladybug","eagle","mosquito","jaguar","dolphin","whale","seahorse","sting ray","rabbit","frog","ant","fly","giraffe","flamingo","penguin","shark","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","dog","cat","dolphin","whale","orca","lion","shark","rabbit","snake","hamster","guinea pig","pig","donkey","kangaroo","zebra","hippopotamus","rhinoceros","horse","goat","chicken","cow","calf","duck","bird","hawk","owl","ant","flamingo","sting ray","jellyfish","lizard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","cat","dog","fish","hamster","guinea pig","pig","monkey","horse","chicken","hen","chick","sheep","cow","calf","rat","mouse","cockroach","mosquito","fly","moth","beetle","snake","scorpion","turtle","toad","frog","bunny","german shepherd","golden retriever","giraffe","rhinoceros","kangaroo","fox","lion","cheetah","liger","tiger","donkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","dog","cat","horse","koala","prairie chicken","cow","lizard","goat","turtle","hippopotamus","lion","cheetah","kangaroo","falcon","foal","pig","bear","lamb","anteater","rat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","tiger","bear","lion","dog","cat","frog","lizard","snake","leopard","duck","goose","giraffe","guinea pig","rat","bird","raven","eagle","bulldog","golden retriever","crow","ant","spider","scorpion","eel","fish","alligator","crocodile","seal","whale","shark","panda","koala","otter","monkey","gorilla","chimpanzee","jaguar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","dog","cat","horse","parrot","penguin","giraffe","mouse","tiger","shark","bird","lion","jaguar","fish","goat","snake","walrus","ox","seahorse","octopus","dolphin","hamster","alligator","rhinoceros","panda","panther","elephant","pig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","dog","cat","fish","mouse","whale","dolphin","elephant","cheetah","bobcat","bear","horse","donkey","bird","penguin","lobster","crab","seahorse","grizzly bear","lion","tiger","owl","rat","weasel","gorilla","giraffe","porcupine","anteater","frog","hamster","guinea pig","pig","rooster","chicken","jaguar","lemur","crocodile","alligator","zebra","orca","octopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","dog","cat","cow","moose","bear","penguin","walrus","seal","crab","polar bear","brown bear","black bear","panda","red panda","lion","tiger","monkey","baboon","ape","gorilla","orangutan","anteater","ant","beetle","cockroach","moth","butterfly","caterpillar","snake","anaconda","boa constrictor","python","rattlesnake","diamondback","black mamba","black widow","daddy long legs","turtle","tortoise","snapping turtle","crocodile","alligator","gazelle","giraffe","pig","goat","sheep","deer","buffalo","wildebeest","pit bull","corgi","jack russel terrier","golden retriever","chihuahua","pug","husky","siberian husky","warthog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","dog","cat","bear","butterfly","moose","duck","rabbit","grayhound","wolf","eagle","polar bear","elephant","giraffe","siberian husky","boston terrier","yorkshire terrier","west highland terrier","german shepherd","horse","cow","rooster","crow","goat","pig","parrot","bat","ferret","hamster","deer","camel","tiger","lion","cougar","cheetah","kitten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","cat","dog","goat","tiger","zebra","cheetah","rhinoceros","fish","sea lion","walrus","leopard","lion","dolphin","shark","whale","seahorse","horse","snake","bird","lizard","rat","mouse","bulldog","monkey","gorilla","chinchilla","bat","cow","emu","donkey","flamingo","penguin","frog","turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","dog","cat","mouse","rat","shark","fish","horse","cow","goat","sheep","pig","chicken","turkey","goose","duck","swan","hawk","owl","raven","crow","trout","tuna","pike","crab","marmot","prairie dog","otter","bear","moose","deer","elk","antelope","lion","tiger","kangaroo","snake","rattlesnake","viper","python","mamba snake","penguin","seal","elephant","rhinoceros","mammoth","dodo","platypus","whale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","polar bear","black bear","dog","cat","dolphin","squirrel","skunk","raccoon","husky","coyote","deer","elk","cow","pig","sheep","goat","chicken","rooster","elephant","monkey","ape","chimpanzee","orangutan","snake","flamingo","camel","rhinoceros","panda","zebra","giraffe","lion","tiger","whale","eagle","turkey","peccary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","sheepdog","cat","bird","toucan","sparrow","lion","tiger","bear","leopard","panther","kangaroo","retriever","golden retriever","lab","black lab","cow","eagle","hawk","vulture","shark","elephant","whale","blue whale","catfish","blue gill","dolphin","black bear","kodiak bear","polar bear","narwhal","clownfish","pufferfish","antelope","moose","deer","white-tailed deer","shepherd","australian shepherd","german shepherd","siamese cat","dingo","fox","wolf","coyote","siberian husky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","kangaroo","tiger","elephant","cat","dog","iguana","crocodile","rabbit","parrot","bird","seagull","fish","shark","octopus","starfish","jaguar","lion","flamingo","penguin","seahorse","whale","dolphin","squirrel","mouse","snake","python","monkey","orangutan","gorilla","human","mammal","reptile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","dog","cat","horse","snake","caterpillar","mouse","rat","butterfly","penguin","bear","lion","mountain lion","tiger","walrus","dolphin","elephant","rooster","turtle","kangaroo","spider","tarantula","mosquito","mule","lamb","goat","zebra","alligator","gorilla","antelope","turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","cat","dog","fish","horse","raccoon","giraffe","gorilla","cheetah","deer","moose","bear","tiger","lamb","duck","goat","alligator","donkey","goose","whale","shark","turtle","hamster","guinea pig","rabbit","kangaroo","rhinoceros","cow","llama","camel","jaguar","snake","turkey","husky","leopard","orca","seal","octopus","ox","anteater","bat","crocodile","elephant","emu","elk","frog","feline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","dog","cat","monkey","ape","chimpanzee","bird","elephant","giraffe","hippopotamus","rhinoceros","fish","snake","emu","puffin","baboon","lemur","raccoon","moth","whale","squid","kangaroo","shark","duck","human","roadrunner","coyote","pig","cow","german shepherd","husky","poodle","chicken","lamb","elk","deer","crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","dog","cat","mouse","monkey","elephant","turtle","hamster","kitten","fish","lion","leopard","tiger","flamingo","cardinal","hummingbird","hippopotamus","giraffe","scorpion","lizard","alligator","kangaroo","sheep","goat","pig","cow","penguin","seal","polar bear","koala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","crocodile","hippopotamus","pet","giraffe","lion","tiger","dolphin","bear","mammal","reptile","rattlesnake","emu","penguin","bluebird","elk","wolf","octopus","turtle","hyena","cheetah","alpaca","llama","pig","cow","sheep","tortoise","moose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","cow","dog","mammal","pig","chicken","bird","otter","cat","rat","mouse","rooster","bunny","lion","tiger","bear","monkey","kangaroo","polar bear","brown bear","seagull","lemur","hippopotamus","seal","turtle","boston terrier","hyena","toucan","human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","zebra","monkey","rabbit","dog","cat","rat","mouse","eagle","hawk","whale","dolphin","lion","cheetah","giraffe","lab","golden retriever","owl","pigeon","goose","chimpanzee","porpoise","koala","rhinoceros","leopard","jaguar","bear","bobcat","wolf","goldfish","piranha","jellyfish","starfish","shark","beluga","great white shark","orca","ant","bee","yellow jacket","wasp","fly","mosquito","guinea pig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","bird","mammal","fish","beaver","tiger","rhinoceros","lion","octopus","buffalo","mountain lion","cobra","python","horned toad","chameleon","lemur","skunk","deer","zebra","giraffe","blue jay","toucan","platypus","human","shark","sea snail","squid","salmon","crane","flamingo","dog","cat","lizard","iguana","rattlesnake","black mamba","viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","giraffe","mammal","reptile","fish","ostrich","penguin","polar bear","monkey","panda","raccoon","dog","cat","bird","snake","rat","hamster","pig","cow","goat","sheep","chicken","rooster","hen","hound","ape","flying squirrel","squirrel","rattlesnake","chick","calf","elephant","anteater","walrus","whale","dolphin","shark","blue shark","great white shark","guinea pig","turkey","hog","prairie dog","zebra","emu","seal","jellyfish","seahorse","horse","donkey","bull","rhinoceros","koala","kangaroo","pony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","pet","dog","fish","puppy","rabbit","cow","human","giraffe","elephant","chicken","hen","squid","penguin","bull","cheetah","duck","turtle","rat","kangaroo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","dog","cat","mouse","german shepherd","snake","lion","puppy","cheetah","pig","donkey","cow","horse","giraffe","rhinoceros","dinosaur","bear","deer","fox","coyote","hamster","bird","zebra","monkey","orangutan","spider monkey","boxer","chihuahua","kangaroo","parrot","hummingbird","peacock","chicken","rooster","goldfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","tiger","elephant","lion","grasshopper","penguin","gorilla","giraffe","seal","otter","chimpanzee","fish","chicken","cow","horse","pig","alligator","crocodile","whale","crab","dog","cat","turtle","bear","zebra","cheetah","warthog","flamingo","eagle","gerbil","baboon","hamster","gazelle","rabbit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","dog","horse","cat","cow","goat","pig","sheep","deer","mountain lion","lion","tiger","giraffe","elephant","antelope","gazelle","chicken","penguin","lizard","salamander","bear","black bear","polar bear","ostrich","donkey","hippopotamus","alligator","crocodile","leopard","kangaroo","rhinoceros","skunk","opossum","raccoon","monkey","gorilla","mouse","rat","fox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","cat","dog","cheetah","leopard","snow leopard","lion","tiger","wolf","fish","dolphin","whale","seal","otter","weasel","rat","mouse","sugar glider","turtle","giraffe","hippopotamus","elephant","rhinoceros","sting ray","pigeon","crow","dove","emu","kangaroo","robin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","dog","cat","mouse","rabbit","tiger","frog","lion","giraffe","parrot","bird","raccoon","panda","fish","shark","whale","sting ray","jellyfish","gazelle","vulture","ferret","goldfish","shihtzu","zebra","rhinoceros","coyote","wolf","human","jaguar","puma","gorilla","monkey","toucan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","dog","cat","bird","fish","monkey","human","cow","horse","sheep","chicken","eagle","hawk","whale","shark","elephant","lion","tiger","rhinoceros","hippopotamus","antelope","deer","rabbit","hedgehog","mouse","rat","gorilla","raccoon","wolf","coyote","snake","cobra","lizard","salamander","iguana","toad","frog","turtle","tortoise","alligator","crocodile","kangaroo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","elephant","ant","mammal","insect","fish","reptile","amphibian","frog","shark","squirrel","bird","worm","snake","lizard","human","lion","tiger","bear","sting ray","parrot","cardinal","blue jay","beagle","bald eagle","vulture","goose","duck","hawk","diamondback","rattlesnake","anteater","python","chameleon","praying mantis","scorpion","whale","dolphin","starfish","shrimp","lobster","salmon","pike","squid","octopus","clam","otter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","german shepherd","golden retriever","cat","dog","giraffe","elephant","ram","sheep","kit","goat","horse","foal","pony","lion","cub","bear","cheetah","rhinoceros","monkey","flamingo","tiger","zebra","chipmunk","squirrel","bird","hawk","eagle","peregrine","puppy","human","penguin","polar bear","fawn","deer","doe","buck","stag","brown bear","wolf","arctic wolf","fennec fox","kitten","fox","hound","bulldog","beagle","vulture","peccary","coyote","crow","raven","wren","fish","shark","dolphin","sea sponge","sea urchin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","mammal","horse","dog","cat","feline","cheetah","panther","tiger","lion","wolf","hyena","whale","rabbit","reptile","snake","lizard","frog","bird","kiwi bird","penguin","mockingjay","blue jay","cardinal","bengal tiger","stallion","foal","fish","salmon","shrimp","cockroach","insect","lobster","cow","chicken","goose","duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","dog","cat","mouse","elephant","great dane","pit bull","flamingo","bobcat","lion","goat","cow","chicken","rat","hamster","pig","duck","chick","rabbit","spider","alligator","snake","goose","fish","whale","salmon","tilapia","bass","dolphin","shark","crab","mammal","bunny","frog","toad","tarantula","daddy long legs","horse","donkey","reptile","maltese","poodle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","zebra","unicorn","penguin","lion","kangaroo","tiger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","dog","cat","lizard","camel","pig","goat","zebra","gorilla","bird","monkey","ape","goose","fox","emu","duck","german shepherd","yorkshire terrier","labradoodle","lab","ox","bull","cow","snake","tiger","orangutan","panther","cheetah","lion","ant","meerkat","giraffe","poodle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","dog","cat","deer","buck","giraffe","gorilla","monkey","ape","lion","tiger","bear","cub","black bear","brown bear","panda","kangaroo","fish","octopus","cow","pig","buffalo","horse","chicken","hen","rooster","penguin","chimpanzee","zebra","elephant","jackrabbit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","dog","cat","mouse","monkey","zebra","snake","fish","elephant","alligator","lion","tiger","cheetah","kangaroo","lamb","orangutan","puppy","kitten","whale","dolphin","sea urchin","whale shark","spider","crab","ant","scorpion","crocodile","chicken","pig","cow","caribou","penguin","giraffe","seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","dog","cat","cow","ostrich","emu","camel","horse","penguin","goat","sheep","lion","tiger","koala","bird","parakeet","owl","mouse","rat","eagle","sloth","baboon","ape","chimpanzee","leopard","mountain lion","bobcat","toucan","hippopotamus","zebra","donkey","panda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","dog","cat","horse","cow","chicken","lizard","gecko","snake","alligator","crocodile","bull","hawk","eagle","raven","crow","fish","shark","dolphin","elephant","giraffe","zebra","okapi","emu","ostrich","owl","penguin","seal","polar bear","grizzly bear","deer","black bear","raccoon","mongoose","cobra","eel","octopus","sting ray","manta ray","hippopotamus","lion","tiger","leopard","cheetah","snow leopard","mountain lion","monkey","gorilla","macaw","toucan","panther","rhinoceros","gazelle","moose","salmon","cod","weasel","gerbil","hamster","guinea pig","anteater","bat","buffalo","catfish","camel","kangaroo",NA,NA,NA,NA,NA,NA
"204","cat","dog","horse","sheep","cow","turtle","monkey","zebra","hamster","lion","tiger","panther","snake","bird","bear","seahorse","shark","dolphin","whale","pig","donkey","peacock","lizard","skunk","ferret","squirrel","seal","jaguar","giraffe","rhinoceros","penguin","fish","mouse","sting ray","alligator","crocodile","leopard","jellyfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","cat","dog","giraffe","pig","cow","calf","horse","duck","goose","hamster","squirrel","flamingo","dove","penguin","polar bear","black bear","brown bear","siberian husky","pug","poodle","alligator","crocodile","lizard","garter snake","spider","rattlesnake","grasshopper","beetle","koi","goldfish","dolphin","whale","octopus","sea turtle","shark","jellyfish","squid","trout","salmon","seal","gorilla","monkey","lion","leopard","tiger","chicken","turkey","zebra","butterfly","hummingbird","flea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","tiger","lion","bear","turtle","sheep","cow","tortoise","goat","alligator","crocodile","komodo dragon","cardinal","bird","finch","human","crow","giraffe","elephant","kangaroo","dolphin","shark","mammal","reptile","amphibian","walrus","octopus","frog","gecko","lizard","iguana","chameleon","mountain lion","cougar","trout","fish","salmon","carp","catfish","leopard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","cat","dog","hamster","rat","cheetah","lion","tiger","husky","pomeranian","saber-toothed tiger","maine coon","snake","cobra","elephant","mountain lion","sheep","wolf","fox","cow","chicken","rooster","pig","horse","stallion","bird","cardinal","robin","chihuahua","golden retriever","lab","poodle","coyote","weasel","raccoon","sloth","skunk","gerbil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","dog","cat","fish","hamster","parrot","bird","pig","cow","horse","bunny","penguin","gorilla","snake","kangaroo","buffalo","rabbit","squirrel","coyote","ram","dolphin","pelican","bear","bull","elephant","deer","sea otter","seal","fox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","elephant","mammal","reptile","bird","amphibian","lizard","snake","fish","shark","sea cucumber","whale","dolphin","human","ape","monkey","snail","cricket","gull","crab","lobster","dog","cat","dalmatian","weimaraner","poodle","lion","tiger","cheetah","giraffe","rhinoceros","greenland shark","great white shark","mollusk","shellfish","shrimp","cow","highland cattle","tuna","yellowtail","albacore","sea urchin","spider crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","penguin","bird","reptile","mammal","fish","dolphin","sea turtle","insect","bee","butterfly","ladybug","ant","fly","praying mantis","elephant","tiger","bear","lion","panther","cheetah","gazelle","hippopotamus","giraffe","pufferfish","shark","great white shark","hammerhead shark","dog","yellow lab","chocolate lab","black lab","golden retriever","puppy","corgi","chihuahua","shihtzu","dachshund","pomeranian","german shepherd","pigeon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","dog","cat","horse","pig","cow","koala","bear","tiger","cheetah","giraffe","gorilla","flamingo","monkey","llama","emu","bird","alpaca","coyote","mountain lion","turkey","chicken","lamb","fish","lizard","spider","mouse","rat","hippopotamus","seal","camel","snake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
